Fecha,Area_Sanitaria,Casos_Totais,Casos_Confirmados_PCR_Ultimas24h,Pacientes_Sin_Alta,Pacientes_Con_Alta,Camas_Ocupadas_HOS,Camas_Ocupadas_UCI,Probas_Realizadas_PCR,Probas_Realizadas_Non_PCR,Exitus
2021-05-11 18:00:00,"A.S. A CORUÑA E CEE","29.985","23","702","28.709","47","10","473.450","249.162","587"
2021-05-11 18:00:00,"A.S. FERROL","8.500","19","101","8.176","4","1","138.826","44.247","217"
2021-05-11 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","12.588","9","216","12.153","6","0","232.967","108.494","214"
2021-05-11 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","15.491","12","231","14.844","11","3","247.192","128.732","417"
2021-05-11 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","13.943","24","484","13.287","28","9","224.288","112.771","173"
2021-05-11 18:00:00,"A.S. SANTIAGO E BARBANZA","19.480","25","430","18.702","19","3","347.209","174.817","360"
2021-05-11 18:00:00,"A.S. VIGO","24.240","97","888","22.932","36","14","478.063","115.239","427"
2021-05-11 18:00:00,"GALICIA","124.227","209","3.052","118.803","151","40","2.141.995","933.462","2.395"
