Fecha,Area_Sanitaria,Casos_Totais,Casos_Confirmados_PCR_Ultimas24h,Pacientes_Sin_Alta,Pacientes_Con_Alta,Camas_Ocupadas_HOS,Camas_Ocupadas_UCI,Probas_Realizadas_PCR,Probas_Realizadas_Non_PCR,Exitus
2021-05-17 18:00:00,"A.S. A CORUÑA E CEE","30.126","14","605","28.944","35","9","484.898","251.603","590"
2021-05-17 18:00:00,"A.S. FERROL","8.522","4","87","8.212","3","2","140.667","44.603","217"
2021-05-17 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","12.645","6","179","12.247","7","2","235.937","109.572","214"
2021-05-17 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","15.570","6","223","14.931","13","1","250.047","130.718","417"
2021-05-17 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","14.065","24","433","13.458","20","9","229.877","115.115","175"
2021-05-17 18:00:00,"A.S. SANTIAGO E BARBANZA","19.637","20","435","18.854","21","4","350.825","176.887","360"
2021-05-17 18:00:00,"A.S. VIGO","24.491","31","843","23.224","40","10","487.405","116.871","432"
2021-05-17 18:00:00,"GALICIA","125.056","105","2.805","119.870","139","37","2.179.656","945.369","2.405"
