Fecha,Area_Sanitaria,Casos_Totais,Casos_Confirmados_PCR_Ultimas24h,Pacientes_Sin_Alta,Pacientes_Con_Alta,Camas_Ocupadas_HOS,Camas_Ocupadas_UCI,Probas_Realizadas_PCR,Probas_Realizadas_Non_PCR,Exitus
2021-05-21 18:00:00,"A.S. A CORUÑA E CEE","30.240","40","555","29.108","32","6","490.344","253.285","590"
2021-05-21 18:00:00,"A.S. FERROL","8.543","6","91","8.229","2","2","141.484","44.909","217"
2021-05-21 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","12.724","18","206","12.299","7","1","238.562","110.572","214"
2021-05-21 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","15.621","8","204","15.000","7","4","251.896","132.197","418"
2021-05-21 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","14.130","20","371","13.583","16","6","232.151","116.929","177"
2021-05-21 18:00:00,"A.S. SANTIAGO E BARBANZA","19.748","21","437","18.961","14","3","353.872","178.598","362"
2021-05-21 18:00:00,"A.S. VIGO","24.721","45","821","23.476","30","9","493.348","118.130","432"
2021-05-21 18:00:00,"GALICIA","125.727","158","2.685","120.656","108","31","2.201.657","954.620","2.410"
