Fecha,Area_Sanitaria,Casos_Totais,Casos_Confirmados_PCR_Ultimas24h,Pacientes_Sin_Alta,Pacientes_Con_Alta,Camas_Ocupadas_HOS,Camas_Ocupadas_UCI,Probas_Realizadas_PCR,Probas_Realizadas_Non_PCR,Exitus
2021-05-15 18:00:00,"A.S. A CORUÑA E CEE","30.085","32","628","28.882","38","8","480.716","251.007","588"
2021-05-15 18:00:00,"A.S. FERROL","8.519","5","87","8.209","5","1","140.342","44.542","217"
2021-05-15 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","12.633","7","177","12.237","8","2","235.207","109.410","214"
2021-05-15 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","15.545","17","211","14.918","12","2","248.938","130.141","417"
2021-05-15 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","14.026","8","452","13.400","18","9","228.030","114.367","175"
2021-05-15 18:00:00,"A.S. SANTIAGO E BARBANZA","19.593","17","428","18.817","17","3","349.340","176.349","360"
2021-05-15 18:00:00,"A.S. VIGO","24.432","32","849","23.161","40","10","485.426","116.481","430"
2021-05-15 18:00:00,"GALICIA","124.833","118","2.832","119.624","138","35","2.167.999","942.297","2.401"
