Fecha,Area_Sanitaria,Casos_Totais,Casos_Confirmados_PCR_Ultimas24h,Pacientes_Sin_Alta,Pacientes_Con_Alta,Camas_Ocupadas_HOS,Camas_Ocupadas_UCI,Probas_Realizadas_PCR,Probas_Realizadas_Non_PCR,Exitus
2021-05-24 18:00:00,"A.S. A CORUÑA E CEE","30.299","9","487","29.235","29","7","495.144","254.210","591"
2021-05-24 18:00:00,"A.S. FERROL","8.555","3","83","8.249","4","1","142.043","45.064","217"
2021-05-24 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","12.781","13","228","12.334","10","1","239.975","111.032","214"
2021-05-24 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","15.646","5","197","15.032","8","5","252.960","133.051","418"
2021-05-24 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","14.175","10","325","13.674","14","4","233.249","118.042","177"
2021-05-24 18:00:00,"A.S. SANTIAGO E BARBANZA","19.832","21","457","19.025","14","5","357.086","179.649","362"
2021-05-24 18:00:00,"A.S. VIGO","24.824","14","776","23.623","30","8","497.057","118.857","433"
2021-05-24 18:00:00,"GALICIA","126.112","75","2.553","121.172","109","31","2.217.514","959.905","2.412"
