Fecha,Area_Sanitaria,Casos_Totais,Casos_Confirmados_PCR_Ultimas24h,Pacientes_Sin_Alta,Pacientes_Con_Alta,Camas_Ocupadas_HOS,Camas_Ocupadas_UCI,Probas_Realizadas_PCR,Probas_Realizadas_Non_PCR,Exitus
2021-01-14 18:00:00,"A.S. A CORUÑA E CEE","16.209","251","2.635","13.248","138","26","251.728","80.515","333"
2021-01-14 18:00:00,"A.S. FERROL","4.751","108","796","3.855","77","9","83.828","30.818","98"
2021-01-14 18:00:00,"A.S. LUGO, A MARIÑA E MONFORTE","8.065","75","992","6.918","32","3","138.110","77.068","150"
2021-01-14 18:00:00,"A.S. OURENSE, VERÍN E O BARCO","10.050","160","1.459","8.273","54","9","150.168","70.807","318"
2021-01-14 18:00:00,"A.S. PONTEVEDRA E O SALNÉS","7.808","75","907","6.816","54","11","123.032","47.914","89"
2021-01-14 18:00:00,"A.S. SANTIAGO E BARBANZA","12.313","163","2.081","10.020","94","10","213.458","96.010","216"
2021-01-14 18:00:00,"A.S. VIGO","14.471","181","1.994","12.196","56","22","261.696","60.315","281"
2021-01-14 18:00:00,"GALICIA","73.667","1.013","10.864","61.326","505","90","1.222.020","463.447","1.485"
